Podio por especialidad en cada torneo:
Criterio de desempate: ante igual marca, se ordena alfabéticamente por deportista.
Especialidad,Torneo,Deportista,Marca
salto largo,Torneo de Indonesia,Brittney REESE,951
salto largo,Torneo de Iran,Luvo MANYONGA,954
salto largo,Torneo de Iran,Changzhou HUANG,952
salto largo,Torneo de Iran,Darya KLISHINA,950
salto largo,Torneo de Iraq,Shoutarou SHIROYAMA,956
salto largo,Torneo de Iraq,Caterine IBARGUEN,955
salto largo,Torneo de Iraq,Chantel MALONE,954
salto largo,Torneo de Ireland,JuVaughn HARRISON,952
salto largo,Torneo de Ireland,Changzhou HUANG,949
salto largo,Torneo de Ireland,Zarck VISSER,944
salto largo,Torneo de Israel,Yanis Esmeralda DAVID,954
salto largo,Torneo de Israel,Miltiadis TENTOGLOU,952
salto largo,Torneo de Israel,Tori BOWIE,952
salto largo,Torneo de Italy,Maryna BEKH-ROMANCHUK,956
salto largo,Torneo de Italy,JuVaughn HARRISON,955
salto largo,Torneo de Italy,Nafissatou THIAM,955
salto largo,Torneo de Ivory Coast,Jeff HENDERSON,956
salto largo,Torneo de Ivory Coast,Alina ROTARU,954
salto largo,Torneo de Ivory Coast,Brittney REESE,954
salto largo,Torneo de Jamaica,Chantel MALONE,952
salto largo,Torneo de Jamaica,Darya KLISHINA,948
salto largo,Torneo de Jamaica,Kenyattia HACKWORTH,948
salto largo,Torneo de Japan,Chantel MALONE,956
salto largo,Torneo de Japan,Katarina JOHNSON-THOMPSON,954
salto largo,Torneo de Japan,Kenyattia HACKWORTH,954
salto largo,Torneo de Jordan,Tissanna HICKLING,955
salto largo,Torneo de Jordan,Florentina Costina IUSCO,953
salto largo,Torneo de Jordan,Yanis Esmeralda DAVID,953
salto largo,Torneo de Kazakhstan,Malaika MIHAMBO,956
salto largo,Torneo de Kazakhstan,Naa ANANG,954
salto largo,Torneo de Kazakhstan,Katarina JOHNSON-THOMPSON,950
salto largo,Torneo de Kenya,Jeff HENDERSON,956
salto largo,Torneo de Kenya,Brittney REESE,947
salto largo,Torneo de Kenya,Katarina JOHNSON-THOMPSON,942
salto largo,Torneo de Kiribati,Keturah ORJI,955
salto largo,Torneo de Kiribati,JuVaughn HARRISON,953
salto largo,Torneo de Kiribati,Naa ANANG,951
salto largo,Torneo de Kosovo,Chantel MALONE,956
salto largo,Torneo de Kosovo,Ese BRUME,954
salto largo,Torneo de Kosovo,Tissanna HICKLING,953
salto largo,Torneo de Kuwait,Xinglong GAO,956
salto largo,Torneo de Kuwait,Juan Miguel ECHEVARRÍA,954
salto largo,Torneo de Kuwait,Katarina JOHNSON-THOMPSON,954
salto largo,Torneo de Kyrgyzstan,Tori BOWIE,956
salto largo,Torneo de Kyrgyzstan,Brittney REESE,951
salto largo,Torneo de Kyrgyzstan,Andwuelle WRIGHT,950
salto largo,Torneo de Laos,Abigail IROZURU,955
salto largo,Torneo de Laos,Hilary KPATCHA,954
salto largo,Torneo de Laos,Shara PROCTOR,954
salto largo,Torneo de Latvia,Jianan WANG,956
salto largo,Torneo de Latvia,Keturah ORJI,956
salto largo,Torneo de Latvia,Shoutarou SHIROYAMA,955
salto largo,Torneo de Lebanon,Changzhou HUANG,950
salto largo,Torneo de Lebanon,Thobias MONTLER,950
salto largo,Torneo de Lebanon,Maykel MASSÓ,947
salto largo,Torneo de Lesotho,Ese BRUME,956
salto largo,Torneo de Lesotho,Kenyattia HACKWORTH,951
salto largo,Torneo de Lesotho,Nafissatou THIAM,949
salto largo,Torneo de Liberia,Yuki HASHIOKA,951
salto largo,Torneo de Liberia,Maykel MASSÓ,950
salto largo,Torneo de Liberia,Luvo MANYONGA,947
salto largo,Torneo de Libya,Ese BRUME,956
salto largo,Torneo de Libya,Malaika MIHAMBO,953
salto largo,Torneo de Libya,Luvo MANYONGA,951
salto largo,Torneo de Liechtenstein,Florentina Costina IUSCO,956
salto largo,Torneo de Liechtenstein,Hilary KPATCHA,955
salto largo,Torneo de Liechtenstein,Changzhou HUANG,950
salto largo,Torneo de Lithuania,Darya KLISHINA,955
salto largo,Torneo de Lithuania,Brittney REESE,954
salto largo,Torneo de Lithuania,Shoutarou SHIROYAMA,952
salto largo,Torneo de Luxembourg,Yanis Esmeralda DAVID,956
salto largo,Torneo de Luxembourg,Changzhou HUANG,955
salto largo,Torneo de Luxembourg,Yelena SOKOLOVA,955
salto largo,Torneo de Macedonia,Tissanna HICKLING,956
salto largo,Torneo de Macedonia,JuVaughn HARRISON,954
salto largo,Torneo de Macedonia,Yaoguang ZHANG,954
salto largo,Torneo de Madagascar,Hibiki TSUHA,956
salto largo,Torneo de Madagascar,Brittney REESE,955
salto largo,Torneo de Madagascar,Chantel MALONE,954
salto largo,Torneo de Malawi,Shoutarou SHIROYAMA,954
salto largo,Torneo de Malawi,Zarck VISSER,952
salto largo,Torneo de Malawi,Xinglong GAO,951
salto largo,Torneo de Malaysia,Yaoguang ZHANG,952
salto largo,Torneo de Malaysia,Chantel MALONE,951
salto largo,Torneo de Malaysia,Yuki HASHIOKA,950
salto largo,Torneo de Maldives,Kenyattia HACKWORTH,956
salto largo,Torneo de Maldives,Alina ROTARU,955
salto largo,Torneo de Maldives,Hilary KPATCHA,954
salto largo,Torneo de Mali,Tajay GAYLE,951
salto largo,Torneo de Mali,Jianan WANG,949
salto largo,Torneo de Mali,Darya KLISHINA,946
salto largo,Torneo de Malta,Yelena SOKOLOVA,956
salto largo,Torneo de Malta,Chantel MALONE,955
salto largo,Torneo de Malta,Florentina Costina IUSCO,955
salto largo,Torneo de Marshall Islands,Naa ANANG,955
salto largo,Torneo de Marshall Islands,Tissanna HICKLING,954
salto largo,Torneo de Marshall Islands,Ese BRUME,949
salto largo,Torneo de Mauritania,Malaika MIHAMBO,956
salto largo,Torneo de Mauritania,Hilary KPATCHA,954
salto largo,Torneo de Mauritania,Jianan WANG,952
salto largo,Torneo de Mauritius,Caterine IBARGUEN,955
salto largo,Torneo de Mauritius,Steffin MCCARTER,954
salto largo,Torneo de Mauritius,Yelena SOKOLOVA,954
salto largo,Torneo de Mexico,Xinglong GAO,954
salto largo,Torneo de Mexico,Alina ROTARU,953
salto largo,Torneo de Mexico,Kenyattia HACKWORTH,952
salto largo,Torneo de Micronesia,Juan Miguel ECHEVARRÍA,956
salto largo,Torneo de Micronesia,Alina ROTARU,955
salto largo,Torneo de Micronesia,Andwuelle WRIGHT,950
salto largo,Torneo de Moldova,Yaoguang ZHANG,956
salto largo,Torneo de Moldova,Florentina Costina IUSCO,953
salto largo,Torneo de Moldova,Shara PROCTOR,951
salto largo,Torneo de Monaco,Keturah ORJI,956
salto largo,Torneo de Monaco,Yelena SOKOLOVA,956
salto largo,Torneo de Monaco,Maykel MASSÓ,955
salto largo,Torneo de Mongolia,Hibiki TSUHA,956
salto largo,Torneo de Mongolia,Xinglong GAO,956
salto largo,Torneo de Mongolia,Yanis Esmeralda DAVID,955
salto largo,Torneo de Montenegro,Hibiki TSUHA,956
salto largo,Torneo de Montenegro,Alina ROTARU,954
salto largo,Torneo de Montenegro,Andwuelle WRIGHT,952
salto largo,Torneo de Morocco,Naa ANANG,956
salto largo,Torneo de Morocco,Keturah ORJI,952
salto largo,Torneo de Morocco,Abigail IROZURU,948
salto largo,Torneo de Mozambique,Ivana ŠPANOVIĆ,954
salto largo,Torneo de Mozambique,Ruswahl SAMAAI,954
salto largo,Torneo de Mozambique,Steffin MCCARTER,954
salto largo,Torneo de Myanmar,Miltiadis TENTOGLOU,955
salto largo,Torneo de Myanmar,Caterine IBARGUEN,953
salto largo,Torneo de Myanmar,Will CLAYE,948
salto largo,Torneo de Namibia,Shoutarou SHIROYAMA,956
salto largo,Torneo de Namibia,Naa ANANG,955
salto largo,Torneo de Namibia,JuVaughn HARRISON,954
salto largo,Torneo de Nauru,Naa ANANG,956
salto largo,Torneo de Nauru,Tissanna HICKLING,955
salto largo,Torneo de Nauru,Ruswahl SAMAAI,954
salto largo,Torneo de Nepal,Andwuelle WRIGHT,955
salto largo,Torneo de Nepal,Tissanna HICKLING,952
salto largo,Torneo de Nepal,Chantel MALONE,951
salto largo,Torneo de Netherlands,Caterine IBARGUEN,953
salto largo,Torneo de Netherlands,Miltiadis TENTOGLOU,951
salto largo,Torneo de Netherlands,Tissanna HICKLING,951
salto largo,Torneo de New Zealand,Tissanna HICKLING,956
salto largo,Torneo de New Zealand,Naa ANANG,955
salto largo,Torneo de New Zealand,Jianan WANG,953
salto largo,Torneo de Nicaragua,JuVaughn HARRISON,956
salto largo,Torneo de Nicaragua,Naa ANANG,950
salto largo,Torneo de Nicaragua,Florentina Costina IUSCO,949
salto largo,Torneo de Niger,Hibiki TSUHA,954
salto largo,Torneo de Niger,Hilary KPATCHA,952
salto largo,Torneo de Niger,Brittney REESE,950
salto largo,Torneo de Nigeria,Ese BRUME,955
salto largo,Torneo de Nigeria,Jeff HENDERSON,951
salto largo,Torneo de Nigeria,Alina ROTARU,948
salto largo,Torneo de North Korea,Jeff HENDERSON,955
salto largo,Torneo de North Korea,Yanis Esmeralda DAVID,949
salto largo,Torneo de North Korea,JuVaughn HARRISON,948
salto largo,Torneo de Northern Ireland,Darya KLISHINA,954
salto largo,Torneo de Northern Ireland,Thobias MONTLER,954
salto largo,Torneo de Northern Ireland,Caterine IBARGUEN,950
salto largo,Torneo de Norway,Hibiki TSUHA,955
salto largo,Torneo de Norway,Hilary KPATCHA,955
salto largo,Torneo de Norway,Alina ROTARU,954
salto largo,Torneo de Oman,Jeff HENDERSON,955
salto largo,Torneo de Oman,Yuki HASHIOKA,954
salto largo,Torneo de Oman,Hilary KPATCHA,950
salto largo,Torneo de Pakistan,Steffin MCCARTER,956
salto largo,Torneo de Pakistan,Will CLAYE,950
salto largo,Torneo de Pakistan,Ese BRUME,948
salto largo,Torneo de Palau,Hilary KPATCHA,956
salto largo,Torneo de Palau,Ivana ŠPANOVIĆ,956
salto largo,Torneo de Palau,Abigail IROZURU,953
salto largo,Torneo de Panama,Ivana ŠPANOVIĆ,956
salto largo,Torneo de Panama,Yanis Esmeralda DAVID,956
salto largo,Torneo de Panama,Yaoguang ZHANG,956
salto largo,Torneo de Papua New Guinea,Andwuelle WRIGHT,956
salto largo,Torneo de Papua New Guinea,Miltiadis TENTOGLOU,952
salto largo,Torneo de Papua New Guinea,Abigail IROZURU,948
salto largo,Torneo de Paraguay,Maryna BEKH-ROMANCHUK,956
salto largo,Torneo de Paraguay,Changzhou HUANG,952
salto largo,Torneo de Paraguay,Ruswahl SAMAAI,951
salto largo,Torneo de Peru,Nafissatou THIAM,954
salto largo,Torneo de Peru,Abigail IROZURU,953
salto largo,Torneo de Peru,Brittney REESE,953
salto largo,Torneo de Philippines,Andwuelle WRIGHT,956
salto largo,Torneo de Philippines,JuVaughn HARRISON,951
salto largo,Torneo de Philippines,Kenyattia HACKWORTH,951
salto largo,Torneo de Poland,Keturah ORJI,953
salto largo,Torneo de Poland,Darya KLISHINA,951
salto largo,Torneo de Poland,Shoutarou SHIROYAMA,950
salto largo,Torneo de Portugal,Nafissatou THIAM,952
salto largo,Torneo de Portugal,Brittney REESE,951
salto largo,Torneo de Portugal,Ruswahl SAMAAI,942
salto largo,Torneo de Puerto Rico,Changzhou HUANG,956
salto largo,Torneo de Puerto Rico,Yanis Esmeralda DAVID,953
salto largo,Torneo de Puerto Rico,Ivana ŠPANOVIĆ,949
salto largo,Torneo de Qatar,Xinglong GAO,956
salto largo,Torneo de Qatar,Will CLAYE,955
salto largo,Torneo de Qatar,Chantel MALONE,951
salto largo,Torneo de Romania,Xinglong GAO,956
salto largo,Torneo de Romania,Keturah ORJI,955
salto largo,Torneo de Romania,Abigail IROZURU,952
salto largo,Torneo de Russia,Yuki HASHIOKA,955
salto largo,Torneo de Russia,Maryna BEKH-ROMANCHUK,951
salto largo,Torneo de Russia,Luvo MANYONGA,950
salto largo,Torneo de Rwanda,Shoutarou SHIROYAMA,955
salto largo,Torneo de Rwanda,Tissanna HICKLING,954
salto largo,Torneo de Rwanda,Yanis Esmeralda DAVID,952
salto largo,Torneo de Saint Kitts and Nevis,Chantel MALONE,956
salto largo,Torneo de Saint Kitts and Nevis,Juan Miguel ECHEVARRÍA,954
salto largo,Torneo de Saint Kitts and Nevis,Florentina Costina IUSCO,951
salto largo,Torneo de Saint Lucia,JuVaughn HARRISON,954
salto largo,Torneo de Saint Lucia,Kenyattia HACKWORTH,953
salto largo,Torneo de Saint Lucia,Tissanna HICKLING,951
salto largo,Torneo de Saint Vincent and the Grenadines,Maykel MASSÓ,956
salto largo,Torneo de Saint Vincent and the Grenadines,Tajay GAYLE,955
salto largo,Torneo de Saint Vincent and the Grenadines,Thobias MONTLER,951
salto largo,Torneo de Samoa,Caterine IBARGUEN,952
salto largo,Torneo de Samoa,Malaika MIHAMBO,952
salto largo,Torneo de Samoa,Juan Miguel ECHEVARRÍA,950
salto largo,Torneo de San Marino,Alina ROTARU,949
salto largo,Torneo de San Marino,Katarina JOHNSON-THOMPSON,949
salto largo,Torneo de San Marino,Changzhou HUANG,947
salto largo,Torneo de Sao Tome and Principe,Yuki HASHIOKA,955
salto largo,Torneo de Sao Tome and Principe,Zarck VISSER,955
salto largo,Torneo de Sao Tome and Principe,Andwuelle WRIGHT,954
salto largo,Torneo de Saudi Arabia,Malaika MIHAMBO,955
salto largo,Torneo de Saudi Arabia,Shara PROCTOR,954
salto largo,Torneo de Saudi Arabia,Katarina JOHNSON-THOMPSON,951
salto largo,Torneo de Scotland,Yaoguang ZHANG,956
salto largo,Torneo de Scotland,Tajay GAYLE,955
salto largo,Torneo de Scotland,Yanis Esmeralda DAVID,949
salto largo,Torneo de Senegal,Ivana ŠPANOVIĆ,948
salto largo,Torneo de Senegal,Darya KLISHINA,947
salto largo,Torneo de Senegal,Zarck VISSER,947
salto largo,Torneo de Serbia,Thobias MONTLER,955
salto largo,Torneo de Serbia,Changzhou HUANG,954
salto largo,Torneo de Serbia,Jeff HENDERSON,944
salto largo,Torneo de Seychelles,Maryna BEKH-ROMANCHUK,956
salto largo,Torneo de Seychelles,Nafissatou THIAM,953
salto largo,Torneo de Seychelles,Will CLAYE,953
salto largo,Torneo de Sierra Leone,Alina ROTARU,956
salto largo,Torneo de Sierra Leone,Chantel MALONE,955
salto largo,Torneo de Sierra Leone,Ruswahl SAMAAI,954
salto largo,Torneo de Singapore,Katarina JOHNSON-THOMPSON,955
salto largo,Torneo de Singapore,Shoutarou SHIROYAMA,955
salto largo,Torneo de Singapore,Juan Miguel ECHEVARRÍA,946
salto largo,Torneo de Slovakia,Abigail IROZURU,955
salto largo,Torneo de Slovakia,Naa ANANG,953
salto largo,Torneo de Slovakia,Tajay GAYLE,952
salto largo,Torneo de Slovenia,Maykel MASSÓ,951
salto largo,Torneo de Slovenia,Naa ANANG,951
salto largo,Torneo de Slovenia,Andwuelle WRIGHT,946
salto largo,Torneo de Solomon Islands,Maykel MASSÓ,955
salto largo,Torneo de Solomon Islands,Tori BOWIE,954
salto largo,Torneo de Solomon Islands,Alina ROTARU,952
salto largo,Torneo de Somalia,Chantel MALONE,952
salto largo,Torneo de Somalia,Tori BOWIE,949
salto largo,Torneo de Somalia,Hibiki TSUHA,947
salto largo,Torneo de South Africa,Tissanna HICKLING,955
salto largo,Torneo de South Africa,Maryna BEKH-ROMANCHUK,953
salto largo,Torneo de South Africa,Brittney REESE,949
salto largo,Torneo de South Korea,Keturah ORJI,952
salto largo,Torneo de South Korea,Hibiki TSUHA,951
salto largo,Torneo de South Korea,Miltiadis TENTOGLOU,950
salto largo,Torneo de South Sudan,Steffin MCCARTER,955
salto largo,Torneo de South Sudan,Tori BOWIE,955
salto largo,Torneo de South Sudan,Yaoguang ZHANG,954
salto largo,Torneo de Spain,Jeff HENDERSON,952
salto largo,Torneo de Spain,Hibiki TSUHA,950
salto largo,Torneo de Spain,Tajay GAYLE,944
salto largo,Torneo de Sri Lanka,Shara PROCTOR,956
salto largo,Torneo de Sri Lanka,Brittney REESE,955
salto largo,Torneo de Sri Lanka,Juan Miguel ECHEVARRÍA,952
salto largo,Torneo de Sudan,Maryna BEKH-ROMANCHUK,956
salto largo,Torneo de Sudan,Caterine IBARGUEN,954
salto largo,Torneo de Sudan,Juan Miguel ECHEVARRÍA,954
salto largo,Torneo de Suriname,Caterine IBARGUEN,956
salto largo,Torneo de Suriname,Brittney REESE,953
salto largo,Torneo de Suriname,Abigail IROZURU,952
salto largo,Torneo de Sweden,Zarck VISSER,956
salto largo,Torneo de Sweden,Ivana ŠPANOVIĆ,954
salto largo,Torneo de Sweden,Yaoguang ZHANG,954
salto largo,Torneo de Switzerland,Katarina JOHNSON-THOMPSON,951
salto largo,Torneo de Switzerland,Yuki HASHIOKA,951
salto largo,Torneo de Switzerland,Florentina Costina IUSCO,947
salto largo,Torneo de Syria,Nafissatou THIAM,953
salto largo,Torneo de Syria,Xinglong GAO,952
salto largo,Torneo de Syria,Malaika MIHAMBO,951
salto largo,Torneo de Taiwan,Zarck VISSER,955
salto largo,Torneo de Taiwan,Brittney REESE,953
salto largo,Torneo de Taiwan,Juan Miguel ECHEVARRÍA,952
salto largo,Torneo de Tajikistan,Jianan WANG,953
salto largo,Torneo de Tajikistan,Naa ANANG,952
salto largo,Torneo de Tajikistan,Hilary KPATCHA,950
salto largo,Torneo de Tanzania,Caterine IBARGUEN,956
salto largo,Torneo de Tanzania,Alina ROTARU,953
salto largo,Torneo de Tanzania,Steffin MCCARTER,950
salto largo,Torneo de Thailand,Jianan WANG,956
salto largo,Torneo de Thailand,Shoutarou SHIROYAMA,947
salto largo,Torneo de Thailand,Caterine IBARGUEN,944
salto largo,Torneo de Timor-Leste,Juan Miguel ECHEVARRÍA,953
salto largo,Torneo de Timor-Leste,Alina ROTARU,952
salto largo,Torneo de Timor-Leste,Hilary KPATCHA,952
salto largo,Torneo de Togo,Shara PROCTOR,956
salto largo,Torneo de Togo,Tori BOWIE,954
salto largo,Torneo de Togo,Xinglong GAO,950
salto largo,Torneo de Tonga,Yanis Esmeralda DAVID,949
salto largo,Torneo de Tonga,Will CLAYE,945
salto largo,Torneo de Tonga,Steffin MCCARTER,943
salto largo,Torneo de Trinidad and Tobago,Nafissatou THIAM,955
salto largo,Torneo de Trinidad and Tobago,Xinglong GAO,955
salto largo,Torneo de Trinidad and Tobago,Ruswahl SAMAAI,954
salto largo,Torneo de Tunisia,Jeff HENDERSON,954
salto largo,Torneo de Tunisia,Maryna BEKH-ROMANCHUK,951
salto largo,Torneo de Tunisia,Yanis Esmeralda DAVID,945
salto largo,Torneo de Turkey,Miltiadis TENTOGLOU,955
salto largo,Torneo de Turkey,Andwuelle WRIGHT,954
salto largo,Torneo de Turkey,Changzhou HUANG,954
salto largo,Torneo de Turkmenistan,Maryna BEKH-ROMANCHUK,955
salto largo,Torneo de Turkmenistan,Tajay GAYLE,946
salto largo,Torneo de Turkmenistan,Caterine IBARGUEN,942
salto largo,Torneo de Tuvalu,Naa ANANG,956
salto largo,Torneo de Tuvalu,Jianan WANG,955
salto largo,Torneo de Tuvalu,Will CLAYE,955
salto largo,Torneo de Uganda,Naa ANANG,953
salto largo,Torneo de Uganda,Will CLAYE,953
salto largo,Torneo de Uganda,Ese BRUME,950
salto largo,Torneo de Ukraine,Andwuelle WRIGHT,956
salto largo,Torneo de Ukraine,Zarck VISSER,955
salto largo,Torneo de Ukraine,Maryna BEKH-ROMANCHUK,953
salto largo,Torneo de United Arab Emirates,Luvo MANYONGA,956
salto largo,Torneo de United Arab Emirates,Miltiadis TENTOGLOU,956
salto largo,Torneo de United Arab Emirates,Maryna BEKH-ROMANCHUK,954
salto largo,Torneo de United Kingdom,Kenyattia HACKWORTH,954
salto largo,Torneo de United Kingdom,Jianan WANG,953
salto largo,Torneo de United Kingdom,Yaoguang ZHANG,953
salto largo,Torneo de United States,Changzhou HUANG,955
salto largo,Torneo de United States,Miltiadis TENTOGLOU,955
salto largo,Torneo de United States,Brittney REESE,952
salto largo,Torneo de Uruguay,Abigail IROZURU,955
salto largo,Torneo de Uruguay,Will CLAYE,954
salto largo,Torneo de Uruguay,Caterine IBARGUEN,952
salto largo,Torneo de Uzbekistan,Hilary KPATCHA,951
salto largo,Torneo de Uzbekistan,Jeff HENDERSON,948
salto largo,Torneo de Uzbekistan,Malaika MIHAMBO,948
salto largo,Torneo de Vanuatu,Naa ANANG,955
salto largo,Torneo de Vanuatu,Maryna BEKH-ROMANCHUK,951
salto largo,Torneo de Vanuatu,JuVaughn HARRISON,950
salto largo,Torneo de Vatican City,Jeff HENDERSON,953
salto largo,Torneo de Vatican City,Nafissatou THIAM,952
salto largo,Torneo de Vatican City,Maykel MASSÓ,950
salto largo,Torneo de Venezuela,Ivana ŠPANOVIĆ,955
salto largo,Torneo de Venezuela,Katarina JOHNSON-THOMPSON,954
salto largo,Torneo de Venezuela,Shoutarou SHIROYAMA,954
salto largo,Torneo de Vietnam,Maryna BEKH-ROMANCHUK,953
salto largo,Torneo de Vietnam,Shoutarou SHIROYAMA,950
salto largo,Torneo de Vietnam,Chantel MALONE,945
salto largo,Torneo de Virgin Islands (British),Naa ANANG,956
salto largo,Torneo de Virgin Islands (British),Zarck VISSER,956
salto largo,Torneo de Virgin Islands (British),Jeff HENDERSON,950
salto largo,Torneo de Wales,Jeff HENDERSON,954
salto largo,Torneo de Wales,Changzhou HUANG,953
salto largo,Torneo de Wales,Shara PROCTOR,952
salto largo,Torneo de Yemen,Darya KLISHINA,955
salto largo,Torneo de Yemen,Xinglong GAO,949
salto largo,Torneo de Yemen,Yanis Esmeralda DAVID,949
salto largo,Torneo de Zambia,Yanis Esmeralda DAVID,951
salto largo,Torneo de Zambia,Kenyattia HACKWORTH,950
salto largo,Torneo de Zambia,Malaika MIHAMBO,948
salto largo,Torneo de Zimbabwe,Xinglong GAO,952
salto largo,Torneo de Zimbabwe,Yaoguang ZHANG,950
salto largo,Torneo de Zimbabwe,Yanis Esmeralda DAVID,947
salto triple,Torneo de Afghanistan,Yosiris URRUTIA,1996
salto triple,Torneo de Afghanistan,Yulimar ROJAS,1995
salto triple,Torneo de Afghanistan,Kimberly WILLIAMS,1988
salto triple,Torneo de Albania,Benjamin WILLIAMS,1983
salto triple,Torneo de Albania,Nelson ÉVORA,1982
salto triple,Torneo de Albania,Hugues Fabrice ZANGO,1978
salto triple,Torneo de Algeria,Christian TAYLOR,1994
salto triple,Torneo de Algeria,Kimberly WILLIAMS,1994
salto triple,Torneo de Algeria,Yekaterina KONEVA,1983
salto triple,Torneo de Andorra,Diana ZAGAINOVA,1995
salto triple,Torneo de Andorra,Yaoqing FANG,1993
salto triple,Torneo de Andorra,Yosiris URRUTIA,1986
salto triple,Torneo de Angola,Caterine IBARGUEN,1995
salto triple,Torneo de Angola,Yulimar ROJAS,1994
salto triple,Torneo de Angola,Christian TAYLOR,1982
salto triple,Torneo de Antigua and Barbuda,Benjamin WILLIAMS,1996
salto triple,Torneo de Antigua and Barbuda,Diana ZAGAINOVA,1996
salto triple,Torneo de Antigua and Barbuda,Jordan Alejandro DÍAZ FORTUN,1994
salto triple,Torneo de Argentina,Pedro Pablo PICHARDO,1993
salto triple,Torneo de Argentina,Almir DOS SANTOS,1990
salto triple,Torneo de Argentina,Caterine IBARGUEN,1990
salto triple,Torneo de Armenia,Andy DÍAZ,1977
salto triple,Torneo de Armenia,Paraskevi PAPACHRISTOU,1974
salto triple,Torneo de Armenia,Benjamin WILLIAMS,1972
salto triple,Torneo de Australia,Benjamin WILLIAMS,1980
salto triple,Torneo de Australia,Cristian NÁPOLES,1980
salto triple,Torneo de Australia,Kimberly WILLIAMS,1980
salto triple,Torneo de Austria,Will CLAYE,1994
salto triple,Torneo de Austria,Diana ZAGAINOVA,1990
salto triple,Torneo de Austria,Kimberly WILLIAMS,1987
salto triple,Torneo de Azerbaijan,Nadia EKE,1995
salto triple,Torneo de Azerbaijan,Cristian NÁPOLES,1988
salto triple,Torneo de Azerbaijan,Darya NIDBAYKINA,1988
salto triple,Torneo de Bahamas,Omar CRADDOCK,1993
salto triple,Torneo de Bahamas,Will CLAYE,1991
salto triple,Torneo de Bahamas,Liadagmis POVEA,1990
salto triple,Torneo de Bahrain,Hugues Fabrice ZANGO,1989
salto triple,Torneo de Bahrain,Liadagmis POVEA,1986
salto triple,Torneo de Bahrain,Paraskevi PAPACHRISTOU,1983
salto triple,Torneo de Bangladesh,Chengetayi MAPAYA,1995
salto triple,Torneo de Bangladesh,Almir DOS SANTOS,1987
salto triple,Torneo de Bangladesh,Donald SCOTT,1987
salto triple,Torneo de Barbados,Ana PELETEIRO,1996
salto triple,Torneo de Barbados,Shanieka RICKETTS,1995
salto triple,Torneo de Barbados,Yaoqing FANG,1990
salto triple,Torneo de Belarus,Nadia EKE,1990
salto triple,Torneo de Belarus,Alexsandro MELO,1985
salto triple,Torneo de Belarus,Ruiting WU,1977
salto triple,Torneo de Belgium,Ana PELETEIRO,1994
salto triple,Torneo de Belgium,Olga RYPAKOVA,1994
salto triple,Torneo de Belgium,Chengetayi MAPAYA,1984
salto triple,Torneo de Belize,Will CLAYE,1996
salto triple,Torneo de Belize,Kimberly WILLIAMS,1994
salto triple,Torneo de Belize,Yekaterina KONEVA,1986
salto triple,Torneo de Benin,Yekaterina KONEVA,1993
salto triple,Torneo de Benin,Nadia EKE,1992
salto triple,Torneo de Benin,Necatí ER,1978
salto triple,Torneo de Bhutan,Nadia EKE,1996
salto triple,Torneo de Bhutan,Ana PELETEIRO,1994
salto triple,Torneo de Bhutan,Yulimar ROJAS,1990
salto triple,Torneo de Bolivia,Keturah ORJI,1995
salto triple,Torneo de Bolivia,Diana ZAGAINOVA,1993
salto triple,Torneo de Bolivia,Ruiting WU,1988
salto triple,Torneo de Bosnia and Herzegovina,Kristin GIERISCH,1983
salto triple,Torneo de Bosnia and Herzegovina,Olha SALADUKHA,1983
salto triple,Torneo de Bosnia and Herzegovina,Keturah ORJI,1980
salto triple,Torneo de Botswana,Omar CRADDOCK,1992
salto triple,Torneo de Botswana,Pedro Pablo PICHARDO,1991
salto triple,Torneo de Botswana,Yaming ZHU,1983
salto triple,Torneo de Brazil,Hugues Fabrice ZANGO,1994
salto triple,Torneo de Brazil,Donald SCOTT,1993
salto triple,Torneo de Brazil,Nelson ÉVORA,1989
salto triple,Torneo de Brunei,Pedro Pablo PICHARDO,1994
salto triple,Torneo de Brunei,Patrícia MAMONA,1989
salto triple,Torneo de Brunei,Ana PELETEIRO,1985
salto triple,Torneo de Bulgaria,Kristin GIERISCH,1996
salto triple,Torneo de Bulgaria,Yulimar ROJAS,1994
salto triple,Torneo de Bulgaria,Will CLAYE,1991
salto triple,Torneo de Burkina Faso,Keturah ORJI,1988
salto triple,Torneo de Burkina Faso,Thea LAFOND,1984
salto triple,Torneo de Burkina Faso,Yanis Esmeralda DAVID,1980
salto triple,Torneo de Burundi,Ana PELETEIRO,1990
salto triple,Torneo de Burundi,Shanieka RICKETTS,1985
salto triple,Torneo de Burundi,Almir DOS SANTOS,1976
salto triple,Torneo de Cabo Verde,Liadagmis POVEA,1996
salto triple,Torneo de Cabo Verde,Necatí ER,1988
salto triple,Torneo de Cabo Verde,Alexsandro MELO,1987
salto triple,Torneo de Cambodia,Darya NIDBAYKINA,1994
salto triple,Torneo de Cambodia,Ruiting WU,1994
salto triple,Torneo de Cambodia,Kimberly WILLIAMS,1993
salto triple,Torneo de Cameroon,Christian TAYLOR,1993
salto triple,Torneo de Cameroon,Paraskevi PAPACHRISTOU,1982
salto triple,Torneo de Cameroon,Yaoqing FANG,1982
salto triple,Torneo de Canada,Yanis Esmeralda DAVID,1996
salto triple,Torneo de Canada,Alexis COPELLO,1991
salto triple,Torneo de Canada,Shanieka RICKETTS,1987
